241,14,14,2,2,"HL Road Frame - Red, 44",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,747.9682,1,Red,500,375,1263.4598,44,42-46 CM,2.12,1,758.0759,H ,U ,00:00.0,00:00.0,NULL
242,14,14,2,2,"HL Road Frame - Red, 44",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,722.2568,1,Red,500,375,1301.3636,44,42-46 CM,2.12,1,780.8182,H ,U ,00:00.0,00:00.0,NULL
243,14,14,2,2,"HL Road Frame - Red, 44",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,868.6342,1,Red,500,375,1431.5,44,42-46 CM,2.12,1,858.9,H ,U ,00:00.0,NULL,Current
244,14,14,2,2,"HL Road Frame - Red, 48",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,747.9682,1,Red,500,375,1263.4598,48,48-52 CM,2.16,1,758.0759,H ,U ,00:00.0,00:00.0,NULL
245,14,14,2,2,"HL Road Frame - Red, 48",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,722.2568,1,Red,500,375,1301.3636,48,48-52 CM,2.16,1,780.8182,H ,U ,00:00.0,00:00.0,NULL
246,14,14,2,2,"HL Road Frame - Red, 48",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,868.6342,1,Red,500,375,1431.5,48,48-52 CM,2.16,1,858.9,H ,U ,00:00.0,NULL,Current
247,14,14,2,2,"HL Road Frame - Red, 52",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,747.9682,1,Red,500,375,1263.4598,52,48-52 CM,2.2,1,758.0759,H ,U ,00:00.0,00:00.0,NULL
248,14,14,2,2,"HL Road Frame - Red, 52",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,722.2568,1,Red,500,375,1301.3636,52,48-52 CM,2.2,1,780.8182,H ,U ,00:00.0,00:00.0,NULL
249,14,14,2,2,"HL Road Frame - Red, 52",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,868.6342,1,Red,500,375,1431.5,52,48-52 CM,2.2,1,858.9,H ,U ,00:00.0,NULL,Current
250,14,14,2,2,"HL Road Frame - Red, 56",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,747.9682,1,Red,500,375,1263.4598,56,54-58 CM,2.24,1,758.0759,H ,U ,00:00.0,00:00.0,NULL
251,14,14,2,2,"HL Road Frame - Red, 56",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,722.2568,1,Red,500,375,1301.3636,56,54-58 CM,2.24,1,780.8182,H ,U ,00:00.0,00:00.0,NULL
252,14,14,2,2,"HL Road Frame - Red, 56",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Road Frames,Components,HL Road Frame,R ,LB ,CM ,868.6342,1,Red,500,375,1431.5,56,54-58 CM,2.24,1,858.9,H ,U ,00:00.0,NULL,Current
253,14,14,2,2,"LL Road Frame - Black, 58","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,176.1997,1,Black,500,375,297.6346,58,54-58 CM,2.46,1,178.5808,L ,U ,00:00.0,00:00.0,NULL
254,14,14,2,2,"LL Road Frame - Black, 58","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,170.1428,1,Black,500,375,306.5636,58,54-58 CM,2.46,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
255,14,14,2,2,"LL Road Frame - Black, 58","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,204.6251,1,Black,500,375,337.22,58,54-58 CM,2.46,1,202.332,L ,U ,00:00.0,NULL,Current
256,14,14,2,2,"LL Road Frame - Black, 60","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,176.1997,1,Black,500,375,297.6346,60,60-62 CM,2.48,1,178.5808,L ,U ,00:00.0,00:00.0,NULL
257,14,14,2,2,"LL Road Frame - Black, 60","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,170.1428,1,Black,500,375,306.5636,60,60-62 CM,2.48,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
258,14,14,2,2,"LL Road Frame - Black, 60","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,204.6251,1,Black,500,375,337.22,60,60-62 CM,2.48,1,202.332,L ,U ,00:00.0,NULL,Current
259,14,14,2,2,"LL Road Frame - Black, 62","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,176.1997,1,Black,500,375,297.6346,62,60-62 CM,2.5,1,178.5808,L ,U ,00:00.0,00:00.0,NULL
260,14,14,2,2,"LL Road Frame - Black, 62","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,170.1428,1,Black,500,375,306.5636,62,60-62 CM,2.5,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
261,14,14,2,2,"LL Road Frame - Black, 62","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,204.6251,1,Black,500,375,337.22,62,60-62 CM,2.5,1,202.332,L ,U ,00:00.0,NULL,Current
262,14,14,2,2,"LL Road Frame - Red, 44","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,181.4857,1,Red,500,375,306.5636,44,42-46 CM,2.32,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
263,14,14,2,2,"LL Road Frame - Red, 44","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,187.1571,1,Red,500,375,337.22,44,42-46 CM,2.32,1,202.332,L ,U ,00:00.0,00:00.0,NULL
264,14,14,2,2,"LL Road Frame - Red, 48","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,181.4857,1,Red,500,375,306.5636,48,48-52 CM,2.36,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
265,14,14,2,2,"LL Road Frame - Red, 48","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,187.1571,1,Red,500,375,337.22,48,48-52 CM,2.36,1,202.332,L ,U ,00:00.0,00:00.0,NULL
266,14,14,2,2,"LL Road Frame - Red, 52","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,181.4857,1,Red,500,375,306.5636,52,48-52 CM,2.4,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
267,14,14,2,2,"LL Road Frame - Red, 52","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,187.1571,1,Red,500,375,337.22,52,48-52 CM,2.4,1,202.332,L ,U ,00:00.0,00:00.0,NULL
268,14,14,2,2,"LL Road Frame - Red, 58","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,181.4857,1,Red,500,375,306.5636,58,54-58 CM,2.46,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
269,14,14,2,2,"LL Road Frame - Red, 58","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,187.1571,1,Red,500,375,337.22,58,54-58 CM,2.46,1,202.332,L ,U ,00:00.0,00:00.0,NULL
270,14,14,2,2,"LL Road Frame - Red, 60","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,181.4857,1,Red,500,375,306.5636,60,60-62 CM,2.48,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
271,14,14,2,2,"LL Road Frame - Red, 60","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,187.1571,1,Red,500,375,337.22,60,60-62 CM,2.48,1,202.332,L ,U ,00:00.0,00:00.0,NULL
272,14,14,2,2,"LL Road Frame - Red, 62","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,181.4857,1,Red,500,375,306.5636,62,60-62 CM,2.5,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
273,14,14,2,2,"LL Road Frame - Red, 62","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,187.1571,1,Red,500,375,337.22,62,60-62 CM,2.5,1,202.332,L ,U ,00:00.0,00:00.0,NULL
274,14,14,2,2,"ML Road Frame - Red, 44","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Road Frames,Components,ML Road Frame,R ,LB ,CM ,352.1394,1,Red,500,375,594.83,44,42-46 CM,2.22,1,356.898,M ,U ,00:00.0,00:00.0,NULL
275,14,14,2,2,"ML Road Frame - Red, 48","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Road Frames,Components,ML Road Frame,R ,LB ,CM ,352.1394,1,Red,500,375,594.83,48,48-52 CM,2.26,1,356.898,M ,U ,00:00.0,00:00.0,NULL
276,14,14,2,2,"ML Road Frame - Red, 52","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Road Frames,Components,ML Road Frame,R ,LB ,CM ,352.1394,1,Red,500,375,594.83,52,48-52 CM,2.3,1,356.898,M ,U ,00:00.0,00:00.0,NULL
277,14,14,2,2,"ML Road Frame - Red, 58","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Road Frames,Components,ML Road Frame,R ,LB ,CM ,352.1394,1,Red,500,375,594.83,58,54-58 CM,2.36,1,356.898,M ,U ,00:00.0,00:00.0,NULL
278,14,14,2,2,"ML Road Frame - Red, 60","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Road Frames,Components,ML Road Frame,R ,LB ,CM ,352.1394,1,Red,500,375,594.83,60,60-62 CM,2.38,1,356.898,M ,U ,00:00.0,00:00.0,NULL
279,14,14,2,2,"LL Road Frame - Black, 44","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,176.1997,1,Black,500,375,297.6346,44,42-46 CM,2.32,1,178.5808,L ,U ,00:00.0,00:00.0,NULL
280,14,14,2,2,"LL Road Frame - Black, 44","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,170.1428,1,Black,500,375,306.5636,44,42-46 CM,2.32,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
281,14,14,2,2,"LL Road Frame - Black, 44","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,204.6251,1,Black,500,375,337.22,44,42-46 CM,2.32,1,202.332,L ,U ,00:00.0,NULL,Current
282,14,14,2,2,"LL Road Frame - Black, 48","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,176.1997,1,Black,500,375,297.6346,48,48-52 CM,2.36,1,178.5808,L ,U ,00:00.0,00:00.0,NULL
283,14,14,2,2,"LL Road Frame - Black, 48","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,170.1428,1,Black,500,375,306.5636,48,48-52 CM,2.36,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
284,14,14,2,2,"LL Road Frame - Black, 48","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,204.6251,1,Black,500,375,337.22,48,48-52 CM,2.36,1,202.332,L ,U ,00:00.0,NULL,Current
285,14,14,2,2,"LL Road Frame - Black, 52","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,176.1997,1,Black,500,375,297.6346,52,48-52 CM,2.4,1,178.5808,L ,U ,00:00.0,00:00.0,NULL
286,14,14,2,2,"LL Road Frame - Black, 52","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,170.1428,1,Black,500,375,306.5636,52,48-52 CM,2.4,1,183.9382,L ,U ,00:00.0,00:00.0,NULL
287,14,14,2,2,"LL Road Frame - Black, 52","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Road Frames,Components,LL Road Frame,R ,LB ,CM ,204.6251,1,Black,500,375,337.22,52,48-52 CM,2.4,1,202.332,L ,U ,00:00.0,NULL,Current
288,12,12,2,2,"HL Mountain Frame - Silver, 42",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,623.8403,1,Silver,500,375,1204.3248,42,42-46 CM,2.72,1,722.5949,H ,U ,00:00.0,00:00.0,NULL
289,12,12,2,2,"HL Mountain Frame - Silver, 42",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,660.9142,1,Silver,500,375,1240.4545,42,42-46 CM,2.72,1,744.2727,H ,U ,00:00.0,00:00.0,NULL
290,12,12,2,2,"HL Mountain Frame - Silver, 42",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,747.2002,1,Silver,500,375,1364.5,42,42-46 CM,2.72,1,818.7,H ,U ,00:00.0,NULL,Current
291,12,12,2,2,"HL Mountain Frame - Silver, 44",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,706.811,1,Silver,500,375,1364.5,44,42-46 CM,2.76,1,818.7,H ,U ,00:00.0,00:00.0,NULL
292,12,12,2,2,"HL Mountain Frame - Silver, 48",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,706.811,1,Silver,500,375,1364.5,48,48-52 CM,2.8,1,818.7,H ,U ,00:00.0,00:00.0,NULL
293,12,12,2,2,"HL Mountain Frame - Silver, 46",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,623.8403,1,Silver,500,375,1204.3248,46,42-46 CM,2.84,1,722.5949,H ,U ,00:00.0,00:00.0,NULL
294,12,12,2,2,"HL Mountain Frame - Silver, 46",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,660.9142,1,Silver,500,375,1240.4545,46,42-46 CM,2.84,1,744.2727,H ,U ,00:00.0,00:00.0,NULL
295,12,12,2,2,"HL Mountain Frame - Silver, 46",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,747.2002,1,Silver,500,375,1364.5,46,42-46 CM,2.84,1,818.7,H ,U ,00:00.0,NULL,Current
296,12,12,2,2,"HL Mountain Frame - Black, 42",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,617.0281,1,Black,500,375,1191.1739,42,42-46 CM,2.72,1,714.7043,H ,U ,00:00.0,00:00.0,NULL
297,12,12,2,2,"HL Mountain Frame - Black, 42",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,653.6971,1,Black,500,375,1226.9091,42,42-46 CM,2.72,1,736.1455,H ,U ,00:00.0,00:00.0,NULL
298,12,12,2,2,"HL Mountain Frame - Black, 42",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,739.041,1,Black,500,375,1349.6,42,42-46 CM,2.72,1,809.76,H ,U ,00:00.0,NULL,Current
299,12,12,2,2,"HL Mountain Frame - Black, 44",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,699.0928,1,Black,500,375,1349.6,44,42-46 CM,2.76,1,809.76,H ,U ,00:00.0,00:00.0,NULL
300,12,12,2,2,"HL Mountain Frame - Black, 48",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,699.0928,1,Black,500,375,1349.6,48,48-52 CM,2.8,1,809.76,H ,U ,00:00.0,00:00.0,NULL
301,12,12,2,2,"HL Mountain Frame - Black, 46",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,617.0281,1,Black,500,375,1191.1739,46,42-46 CM,2.84,1,714.7043,H ,U ,00:00.0,00:00.0,NULL
302,12,12,2,2,"HL Mountain Frame - Black, 46",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,653.6971,1,Black,500,375,1226.9091,46,42-46 CM,2.84,1,736.1455,H ,U ,00:00.0,00:00.0,NULL
303,12,12,2,2,"HL Mountain Frame - Black, 46",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,739.041,1,Black,500,375,1349.6,46,42-46 CM,2.84,1,809.76,H ,U ,00:00.0,NULL,Current
304,12,12,2,2,"HL Mountain Frame - Black, 38",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,617.0281,1,Black,500,375,1191.1739,38,38-40 CM,2.68,2,714.7043,H ,U ,00:00.0,00:00.0,NULL
305,12,12,2,2,"HL Mountain Frame - Black, 38",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,653.6971,1,Black,500,375,1226.9091,38,38-40 CM,2.68,2,736.1455,H ,U ,00:00.0,00:00.0,NULL
306,12,12,2,2,"HL Mountain Frame - Black, 38",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,739.041,1,Black,500,375,1349.6,38,38-40 CM,2.68,2,809.76,H ,U ,00:00.0,NULL,Current
307,12,12,2,2,"HL Mountain Frame - Silver, 38",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,623.8403,1,Silver,500,375,1204.3248,38,38-40 CM,2.68,2,722.5949,H ,U ,00:00.0,00:00.0,NULL
308,12,12,2,2,"HL Mountain Frame - Silver, 38",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,660.9142,1,Silver,500,375,1240.4545,38,38-40 CM,2.68,2,744.2727,H ,U ,00:00.0,00:00.0,NULL
309,12,12,2,2,"HL Mountain Frame - Silver, 38",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Mountain Frames,Components,HL Mountain Frame,M ,LB ,CM ,747.2002,1,Silver,500,375,1364.5,38,38-40 CM,2.68,2,818.7,H ,U ,00:00.0,NULL,Current
310,2,2,1,1,"Road-150 Red, 62","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Road Bikes,Bikes,Road-150,R ,LB ,CM ,2171.2942,1,Red,100,75,3578.27,62,60-62 CM,15,4,2146.962,H ,U ,00:00.0,00:00.0,NULL
311,2,2,1,1,"Road-150 Red, 44","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Road Bikes,Bikes,Road-150,R ,LB ,CM ,2171.2942,1,Red,100,75,3578.27,44,42-46 CM,13.77,4,2146.962,H ,U ,00:00.0,00:00.0,NULL
312,2,2,1,1,"Road-150 Red, 48","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Road Bikes,Bikes,Road-150,R ,LB ,CM ,2171.2942,1,Red,100,75,3578.27,48,48-52 CM,14.13,4,2146.962,H ,U ,00:00.0,00:00.0,NULL
313,2,2,1,1,"Road-150 Red, 52","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Road Bikes,Bikes,Road-150,R ,LB ,CM ,2171.2942,1,Red,100,75,3578.27,52,48-52 CM,14.42,4,2146.962,H ,U ,00:00.0,00:00.0,NULL
314,2,2,1,1,"Road-150 Red, 56","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Road Bikes,Bikes,Road-150,R ,LB ,CM ,2171.2942,1,Red,100,75,3578.27,56,54-58 CM,14.68,4,2146.962,H ,U ,00:00.0,00:00.0,NULL
315,2,2,1,1,"Road-450 Red, 58","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Road Bikes,Bikes,Road-450,R ,LB ,CM ,884.7083,1,Red,100,75,1457.99,58,54-58 CM,17.79,4,874.794,M ,U ,00:00.0,00:00.0,NULL
316,2,2,1,1,"Road-450 Red, 60","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Road Bikes,Bikes,Road-450,R ,LB ,CM ,884.7083,1,Red,100,75,1457.99,60,60-62 CM,17.9,4,874.794,M ,U ,00:00.0,00:00.0,NULL
317,2,2,1,1,"Road-450 Red, 44","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Road Bikes,Bikes,Road-450,R ,LB ,CM ,884.7083,1,Red,100,75,1457.99,44,42-46 CM,16.77,4,874.794,M ,U ,00:00.0,00:00.0,NULL
318,2,2,1,1,"Road-450 Red, 48","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Road Bikes,Bikes,Road-450,R ,LB ,CM ,884.7083,1,Red,100,75,1457.99,48,48-52 CM,17.13,4,874.794,M ,U ,00:00.0,00:00.0,NULL
319,2,2,1,1,"Road-450 Red, 52","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Road Bikes,Bikes,Road-450,R ,LB ,CM ,884.7083,1,Red,100,75,1457.99,52,48-52 CM,17.42,4,874.794,M ,U ,00:00.0,00:00.0,NULL
320,2,2,1,1,"Road-650 Red, 58","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Road Bikes,Bikes,Road-650,R ,LB ,CM ,413.1463,1,Red,100,75,699.0982,58,54-58 CM,19.79,4,419.4589,L ,U ,00:00.0,00:00.0,NULL
321,2,2,1,1,"Road-650 Red, 58","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Road Bikes,Bikes,Road-650,R ,LB ,CM ,486.7066,1,Red,100,75,782.99,58,54-58 CM,19.79,4,469.794,L ,U ,00:00.0,00:00.0,NULL
